20160105X24817 | Accident | GAA16CA095 | 12/30/2015 | Fort Worth, TX | United States | 32.814444 | -97.364722 | FTW | FORT WORTH MEACHAM INTL | Non-Fatal | Substantial | Airplane | N2135B | PIPER | PA 28-161 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | APPROACH | Probable Cause | 02/08/2016 | 
20160421X90307 | Incident | ENG15RA038 | 08/07/2015 | Lampedusa, Italy | Italy |  |  |  |  | Incident |  | Airplane |  | ATR | ATR72 |  |  |  |  |  |  |  |  |  |  |  |  | TAKEOFF | Foreign |  | 
20150818X32201 | Accident | CEN15WA363 | 08/07/2015 | Lake Peten Izta, Guatemala | Guatemala |  |  |  | N/A | Non-Fatal | Substantial | Helicopter |  | BELL | 206 - L1 | No |  |  | Non-U.S., Commercial |  |  |  |  |  | 2 |  | VMC | TAKEOFF | Foreign |  | 
20150812X62327 | Accident | CEN15LA355 | 08/07/2015 | Granbury, TX | United States |  |  |  |  | Non-Fatal | Substantial | Airplane | N65XT | WORLD AIRCRAFT CO | SPIRIT |  | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | MANEUVERING | Preliminary | 10/06/2015 | 
20150811X15940 | Accident | CEN15CA348 | 08/07/2015 | Kansasville, WI | United States | 42.731111 | -88.111667 |  | N/A | Non-Fatal | Destroyed | Helicopter | N20KD | ROBINSON | R44 | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  | 1 |  | VMC | MANEUVERING | Probable Cause | 03/14/2016 | 
20150807X24307 | Accident | WPR15LA235 | 08/06/2015 | Bellingham, WA | United States | 48.787777 | -122.541944 | BLI | BELLINGHAM INTL | Non-Fatal | Substantial | Airplane | N917AB | CLEVELAND ALLAN B | NIEUPORT 11# | Yes |  | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC | TAKEOFF | Preliminary | 08/14/2015 | 
20150806X61202 | Accident | WPR15LA233 | 08/06/2015 | Hollister, CA | United States | 36.952778 | -121.463889 | 1C9 | FRAZIER LAKE AIRPARK | Fatal(1) | Substantial | Airplane | N48701 | RYAN AERONAUTICAL | ST3KR | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 | 1 | 1 |  | VMC | LANDING | Probable Cause | 09/12/2016 | 
20150807X41741 | Accident | WPR15FA236 | 08/06/2015 | Montecito, CA | United States | 34.644444 | -119.538889 | SBP | SAN LUIS COUNTY RGNL | Fatal(2) | Substantial | Airplane | N5738F | CESSNA | 182F | No | 1 | Reciprocating | Part 91: General Aviation |  | Business |  | 2 |  |  |  | VMC |  | Preliminary | 08/13/2015 | 
20150807X84646 | Accident | ANC15FA062 | 08/06/2015 | Chugiak, AK | United States | 61.429167 | -149.560278 | BCV | BIRCHWOOD | Fatal(2) | Substantial | Airplane | N3675P | PIPER | PA 18-150 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC | DESCENT | Probable Cause | 06/09/2016 | 
20150806X61602 | Accident | GAA15CA215 | 08/05/2015 | Spanish Fork, UT | United States | 40.146666 | -111.671945 | U77 | SPANISH FORK-SPRINGVILLE-WOODH | Non-Fatal | Substantial | Airplane | N560JF | CESSNA | 560XL | No | 2 | TF, TJ | Part 91: General Aviation |  | Executive/Corporate |  |  |  |  | 3 | VMC | TAXI | Probable Cause | 10/08/2015 | 
20150806X32745 | Accident | CEN15WA339 | 08/05/2015 | Hundwil, Switzerland | Switzerland | 47.362778 | 9.325556 |  |  | Unavailable | Destroyed | Airplane |  | KITFOX | SERIES 7 | No | 1 | Reciprocating |  |  |  |  |  |  |  |  |  |  | Foreign |  | 
20150810X82655 | Accident | CEN15LA345 | 08/05/2015 | Nekoosa, WI | United States | 44.318056 | -89.968611 |  | N/A | Non-Fatal | Substantial | Airplane | N1539U | AIR TRACTOR INC | AT 401 | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | TAKEOFF | Probable Cause | 03/02/2016 | 
20150806X44006 | Accident | CEN15LA341 | 08/05/2015 | Atkinson, IL | United States | 41.411111 | -89.973334 |  | N/A | Unavailable | Destroyed | Helicopter | N9427F | HUGHES | 269B | No |  | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  |  | VMC |  | Preliminary | 08/19/2015 | 
20150804X22113 | Accident | WPR15LA230 | 08/04/2015 | Princeton, CA | United States | 39.383611 | -122.033611 |  | N/A | Non-Fatal | Substantial | Airplane | N48452 | GRUMMAN | G164 - B | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | MANEUVERING | Probable Cause | 11/30/2015 | 
20150806X82855 | Accident | GAA15LA217 | 08/04/2015 | Whitefish, MT | United States | 48.433611 | -114.418334 |  | N/A | Non-Fatal | Substantial | Helicopter | N43792 | MD HELICOPTER INC | 369E | No | 1 | Turbo Shaft | Part 91: General Aviation |  | External Load |  |  |  | 1 |  | VMC | MANEUVERING | Probable Cause | 04/26/2016 | 
20150817X93143 | Accident | GAA15CA226 | 08/04/2015 | Kingman, KS | United States | 37.670278 | -98.125834 | 9K8 | KINGMAN AIRPORT - CLYDE CESSNA | Non-Fatal | Substantial | Airplane | N1030S | STICK & RAG FLYING CLUB | CB 1 | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 10/08/2015 | 
20150806X65750 | Accident | GAA15CA216 | 08/04/2015 | Ellijay, GA | United States | 34.627500 | -84.526945 | 49A | GILMER COUNTY | Non-Fatal | Substantial | Airplane | N3568V | CESSNA | 150M | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | TAKEOFF | Probable Cause | 09/30/2015 | 
20151007X92401 | Accident | CEN15WA438 | 08/04/2015 | Ramatuelle, France, France | France |  |  |  |  | Non-Fatal | Substantial | Helicopter |  | HUGHES | 369 | No |  |  |  |  |  |  |  |  | 2 |  |  | LANDING | Foreign |  | 
20150811X70348 | Accident | CEN15WA349 | 08/04/2015 | La Blanca, Guatemala | Guatemala | 14.608611 | -92.134444 |  |  | Fatal(1) | Destroyed | Airplane |  | CESSNA | 172F | No |  |  |  |  |  |  | 1 |  |  |  |  | UNKNOWN | Foreign |  | 
20150805X31710 | Accident | CEN15LA336 | 08/04/2015 | Austin, TX | United States | 30.167778 | -97.640000 | AUS | AUSTIN-BERGSTROM INTL | Non-Fatal | Substantial | Airplane | N17544 | BEECH | A36 | No |  |  | Part 91: General Aviation |  | Personal |  |  |  | 2 |  | VMC | UNKNOWN | Preliminary | 08/11/2015 | 
20150805X75232 | Incident | CEN15IA337 | 08/04/2015 | Denver, CO | United States | 39.861667 | -104.673056 | KDEN | Denver International Airport | Incident | Minor | Airplane | N779SW | BOEING | 737 | No | 2 | Turbo Fan | Part 121: Air Carrier | SCHD |  | Southwest Airlines |  |  | 1 | 148 | VMC |  | Probable Cause | 09/12/2016 | 
20150803X32456 | Accident | WPR15LA229 | 08/03/2015 | Saint Ignatius, MT | United States | 47.300000 | -114.116667 |  | N/A | Non-Fatal | Substantial | Airplane | N235HM | CESSNA | TU206G | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC |  | Probable Cause | 11/19/2015 | 
20150806X02755 | Accident | GAA15CA214 | 08/03/2015 | Miami, FL | United States | 25.647500 | -80.433334 | TMB | MIAMI EXECUTIVE | Non-Fatal | Substantial | Airplane | N6223D | CESSNA | 172N | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 12/03/2015 | 
20150805X95912 | Accident | ERA15LA296 | 08/03/2015 | Camden, AL | United States | 31.887500 | -87.055833 |  | N/A | Non-Fatal | Substantial | Helicopter | N4002G | BELL | 47G 3B 1 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Positioning |  |  |  |  | 1 | VMC | LANDING | Preliminary | 08/13/2015 | 
20150824X80921 | Incident | DCA15WA174B | 08/03/2015 | Toronto, Canada | Canada |  |  |  |  | Incident |  |  |  | BOEING | 787 |  |  |  |  |  |  |  |  |  |  |  |  | TAKEOFF | Foreign |  | 
20150824X80921 | Incident | DCA15WA174A | 08/03/2015 | Toronto, Canada | Canada |  |  |  |  | Incident |  | Airplane | N272PQ | BOMBARDIER INC | CL600 2D24 |  |  |  |  |  |  |  |  |  |  |  |  | LANDING | Foreign |  | 
20150807X60314 | Accident | WPR15LA237 | 08/02/2015 | American Falls, ID | United States | 42.705556 | -113.094444 |  | N/A | Non-Fatal | Substantial | Airplane | N7963C | PIPER | PA 28-181 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 3 | VMC |  | Probable Cause | 01/21/2016 | 
20150804X20736 | Accident | WPR15LA232 | 08/02/2015 | Logan, UT | United States | 41.800278 | -111.753889 | LGU | LOGAN-CACHE | Non-Fatal | Substantial | Glider | N20YZ | SCHLEICHER | ASW 20B | No | 0 |  | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC | MANEUVERING | Probable Cause | 11/05/2015 | 
20150802X13200 | Accident | WPR15LA228 | 08/02/2015 | Hubbard, OR | United States | 45.180000 | -122.743611 |  | N/A | Non-Fatal | Substantial | Airplane | N234S | HUDSON | ZODIAC CH 601 XLB | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | CRUISE | Probable Cause | 09/12/2016 | 
20150804X75800 | Accident | GAA15CA212 | 08/02/2015 | Reidsville, NC | United States | 36.435277 | -79.846389 | SIF | ROCKINGHAM COUNTY NC SHILOH | Non-Fatal | Substantial | Weight-Shift | N5142U | MAIN AIR | RAPIER | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 1 |  | VMC | LANDING | Probable Cause | 09/30/2015 | 
20150804X85927 | Accident | ERA15CA295 | 08/02/2015 | West Union, SC | United States | 34.752778 | -82.993055 |  | N/A | Non-Fatal | Substantial | Airplane | N556TW | STOL LLC | JA30 SUPERSTOL | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | STANDING | Probable Cause | 11/05/2015 | 
20150813X52945 | Incident | DCA15WA170 | 08/02/2015 | Padang, Indonesia | Indonesia |  |  |  |  | Incident |  | Airplane | NPK-GQG | AIRBUS | A320 - 214 | No |  |  |  |  |  |  |  |  |  | 184 |  | TAXI | Foreign |  | 
20150818X60517 | Accident | CEN15LA366 | 08/02/2015 | Pecos, TX | United States | 31.382500 | -103.510833 | PEQ | PECOS MUNI | Non-Fatal | Substantial | Airplane | N5033U | CESSNA | 206 | No |  |  | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | MANEUVERING | Factual | 08/08/2016 | 
20150803X45641 | Accident | CEN15LA334 | 08/02/2015 | Chicago, IL | United States | 41.966945 | -87.894166 | ORD | CHICAGO O'HARE INTL | Non-Fatal | Substantial | Airplane | N942AC | CESSNA | 208 - B | No | 1 | Turbo Prop | Part 135: Air Taxi & Commuter | SCHD |  | MULTI-AERO INC (DBA: AIR CHOICE ONE INC) |  |  | 2 | 7 | IMC | TAXI | Preliminary | 09/21/2015 | 
20150806X33313 | Accident | CEN15CA340 | 08/02/2015 | Albuquerque, NM | United States | 35.201111 | -106.677223 |  | N/A | Non-Fatal |  | Balloon | N787TC | THUNDER & COLT | AX8 105S2 | No |  |  | Part 91: General Aviation |  | Personal |  |  | 1 |  | 1 | VMC | LANDING | Probable Cause | 09/11/2015 | 
20150801X00424 | Accident | WPR15LA226 | 08/01/2015 | Selma, CA | United States | 36.340000 | -119.657222 | 0Q4 | Selma | Non-Fatal | Substantial | Airplane | N49153 | TAYLORCRAFT | 12-m | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  | 2 |  | VMC | TAKEOFF | Probable Cause | 01/05/2016 | 
20150801X13320 | Accident | WPR15FA227 | 08/01/2015 | Santa Paula, CA | United States | 34.340555 | -119.013333 | KSZP | Santa Paula | Fatal(1) | Substantial | Airplane | N4CU | CESSNA | P337 -G | No |  |  | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | TAKEOFF | Preliminary | 08/06/2015 | 
20151112X63511 | Incident | ERA16WA039 | 08/01/2015 | Corlu, Turkey | Turkey | 41.138333 | 27.919167 | LTBU | Tekirdag Çorlu Airport | Incident | Minor | Airplane | N692BE | CESSNA | 650 | No | 2 | Turbo Fan | Non-U.S., Non-Commercial |  | Unknown |  |  |  |  | 6 |  | TAKEOFF | Foreign |  | 
20150803X63017 | Accident | ERA15LA294 | 08/01/2015 | Reading, PA | United States | 40.425834 | -76.039166 | RDG | Reading Regional Airport | Non-Fatal | Substantial | Airplane | N6566D | COMMANDER AIRCRAFT CO | 114 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC |  | Probable Cause | 03/14/2016 | 
20150803X51616 | Accident | ERA15LA293 | 08/01/2015 | Georgetown, KY | United States | 38.228334 | -84.436389 | 27K | GEORGETOWN SCOTT COUNTY - MARS | Non-Fatal | Substantial | Airplane | N257CQ | BEECH | C90B | No | 2 | Turbo Prop | Part 91: General Aviation |  | Personal |  |  | 2 | 2 |  | VMC | CRUISE | Preliminary | 08/19/2015 | 
20150805X04831 | Accident | CEN15LA335 | 08/01/2015 | Virden, IL | United States | 39.516667 | -89.876111 | 25IL | HOLZWARTH FLYING SERVICE | Non-Fatal | Substantial | Airplane | N502LH | AIR TRACTOR INC | AT 502B | No |  | Turbo Prop | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | TAKEOFF | Probable Cause | 01/05/2016 | 
20150803X50048 | Accident | CEN15LA333 | 08/01/2015 | Watertown, WI | United States | 43.165833 | -88.719445 | KRYV | Watertown Municipal | Non-Fatal | Substantial | Airplane | N1685R | CESSNA | 182 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC | APPROACH | Probable Cause | 02/17/2016 | 
20150801X55314 | Accident | CEN15FA331 | 08/01/2015 | Wilmont, AR | United States | 33.082223 | -91.460833 |  | N/A | Fatal(1) | Substantial | Airplane | N6007N | AIR TRACTOR INC | AT 602 | No |  |  | Part 137: Agricultural |  | Aerial Observation |  | 1 |  |  |  | VMC | MANEUVERING | Preliminary | 08/10/2015 | 
20150817X70921 | Accident | GAA15LA225 | 07/31/2015 | Peoria, AZ | United States | 33.753333 | -112.255833 |  | N/A | Non-Fatal |  | Balloon | N57EX | ULTRAMAGIC | N250 - NO SERIES | No |  |  | Part 91: General Aviation |  | Other Work Use |  |  | 1 |  | 10 | VMC |  | Probable Cause | 01/21/2016 | 
20151028X35355 | Incident | ENG15WA035 | 07/31/2015 | Moscow, Russia | Russia |  |  |  |  | Incident | Minor | Airplane |  | EMBRAER | EMB120 | No |  |  |  |  |  |  |  |  |  |  |  | LANDING | Foreign |  | 
20150806X24419 | Incident | DCA15WA163 | 07/31/2015 | St Georges sur Meuse, Belgium | Belgium |  |  |  |  | Incident | Minor | Airplane |  | BOEING | 737 - 4Q8 | No |  |  |  |  |  |  |  |  |  |  |  | APPROACH | Foreign |  | 
20150924X33526 | Accident | CEN15WA420 | 07/31/2015 | Blackbushe Airport, United Kingdom | United Kingdom |  |  |  |  | Fatal(4) | Destroyed | Airplane |  | EMBRAER | EMB505 | No | 2 | Turbo Fan |  |  |  |  | 4 |  |  |  |  | OTHER | Foreign |  | 
20150801X23811 | Accident | CEN15LA330 | 07/31/2015 | Emmett, KS | United States | 39.307222 | -96.056389 |  | N/A | Non-Fatal | Substantial | Airplane | N963X | GRUMMAN | G-164A | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  | 1 |  | VMC | MANEUVERING | Probable Cause | 05/16/2016 | 
20150803X62705 | Accident | GAA15CA209 | 07/30/2015 | Tallahassee, FL | United States | 30.409444 | -84.353056 | TLH | TALLAHASSEE INTL | Non-Fatal | Substantial | Airplane | N93582 | BELLANCA | 17 30A | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | LANDING | Probable Cause | 09/30/2015 | 
20150731X93559 | Accident | CEN15LA329 | 07/30/2015 | Sulphur Springs, TX | United States | 33.159722 | 95.621111 | SLR | Sulphur Springs Municipal Airp | Fatal(1) | Destroyed | Airplane | N55J | O'DELL | AEROMASTER | Yes |  |  | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | TAKEOFF | Preliminary | 11/05/2015 | 
20150803X70325 | Accident | GAA15CA210 | 07/29/2015 | Jackpot, NV | United States | 41.974723 | -114.657778 | 06U | JACKPOT/HAYDEN FIELD | Non-Fatal | Substantial | Airplane | N991RK | EXPERIMENTAL AMAT BUILT | KITFOX III | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Probable Cause | 09/30/2015 | 
20150730X12436 | Accident | GAA15CA204 | 07/29/2015 | Tucson, AZ | United States | 32.142222 | -111.174445 | RYN | RYAN FIELD | Non-Fatal | Substantial | Helicopter | N6095U | AIRBUS | AS350-B2 | No | 1 | Turbo Shaft | Public Use |  | Instructional |  |  |  | 1 | 1 | VMC | MANEUVERING | Probable Cause | 12/03/2015 | 
20150729X23324 | Accident | ERA15LA291 | 07/29/2015 | Winchendon, MA | United States | 42.681111 | -72.049166 |  | N/A | Non-Fatal | Substantial | Helicopter | N285XE | SONTONASTASO | MOSQUITO | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC |  | Preliminary | 08/27/2015 | 
20150729X12539 | Accident | CEN15FA328 | 07/29/2015 | Milwaukee, WI | United States | 43.112222 | -88.039444 | MWC | Lawrence J Timmerman Airport | Fatal(2) | Destroyed | Airplane | N425KJ | SOCATA | TBM 700 | No | 1 | Turbo Prop | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC |  | Preliminary | 08/10/2015 | 
20150729X61149 | Accident | CEN15LA326 | 07/28/2015 | Hector, MN | United States | 44.731111 | -94.711667 |  | N/A | Non-Fatal | Substantial | Airplane | N8806B | EAGLE AIRCRAFT CO | EAGLE DW 1 | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | APPROACH | Probable Cause | 10/19/2015 | 
20150923X85658 | Incident | DCA15WA196 | 07/27/2015 | New Delhi, India | India |  |  |  |  | Incident | Minor | Airplane |  | BOEING | 747 | No |  |  |  |  |  |  |  |  |  | 2 |  | LANDING | Foreign |  | 
20150903X54524 | Incident | DCA15WA182 | 07/27/2015 | Makassar, Indonesia | Indonesia |  |  |  |  | Incident |  | Airplane |  | BOMBARDIER | CL600 2E25 |  |  |  |  |  |  |  |  |  |  | 98 |  | TAXI | Foreign |  | 
20150730X33309 | Incident | DCA15WA155 | 07/27/2015 | New Delhi, India | India |  |  |  |  | Incident | Minor | Airplane |  | BOEING | 747 - 467F |  |  |  |  |  |  |  |  |  |  |  |  | LANDING | Foreign |  | 
20150728X85916 | Accident | CEN15FA321 | 07/27/2015 | Holland, MN | United States | 44.071667 | -96.190555 |  | N/A | Fatal(3) | Substantial | Airplane | N3FC | CHRISTENSEN STEVE | WHEELER EXPRESS | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 3 |  |  |  | VMC | MANEUVERING | Probable Cause | 06/09/2016 | 
20150727X95755 | Accident | CEN15FA320 | 07/27/2015 | Amery, WI | United States | 45.253889 | -92.464167 |  | N/A | Fatal(4) | Destroyed | Airplane | N9CB | BEECH | M35 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 4 |  |  |  | VMC | MANEUVERING | Probable Cause | 04/14/2016 | 
20150806X95619 | Accident | WPR15LA234 | 07/26/2015 | Dixie, ID | United States | 45.396666 | -115.483334 | C48 | WILSON BAR USFS | Non-Fatal | Substantial | Airplane | N52095 | CESSNA | 180J | No | 1 | Reciprocating | Part 135: Air Taxi & Commuter | NSCH |  | PATRICK, SCOTT (DBA: SP Aircraft) |  |  |  | 4 | VMC |  | Probable Cause | 05/16/2016 | 
20150726X10512 | Accident | WPR15FA222 | 07/26/2015 | Riverside, CA | United States | 33.944444 | -117.433611 | RAL | RIVERSIDE MUNI | Fatal(1) | Destroyed | Airplane | N988RH | BEECH | F35 | No |  | Reciprocating | Part 91: General Aviation |  | Personal |  | 1 |  |  |  | VMC | MANEUVERING | Preliminary | 08/03/2015 | 
20150727X30516 | Accident | GAA15CA199 | 07/26/2015 | Portales, NM | United States | 34.145555 | -103.410833 | PRZ | PORTALES MUNI | Non-Fatal | Substantial | Airplane | N299CB | NORTON CLAUDE C | TAILWIND   W8 | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 2 |  | VMC | TAKEOFF | Probable Cause | 09/30/2015 | 
20150727X04650 | Accident | GAA15CA198 | 07/26/2015 | Eufaula, AL | United States | 31.950278 | -85.129167 | EUF | WEEDON FIELD | Non-Fatal | Substantial | Airplane | N804EV | EVEKTOR-AEROTECHNIK AS | SPORTSTAR | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | TAKEOFF | Probable Cause | 09/11/2015 | 
20150726X91421 | Accident | ERA15LA283 | 07/26/2015 | Iuka, MS | United States | 34.765000 | -88.165278 | 15M | IUKA | Non-Fatal | Substantial | Airplane | N195AP | CESSNA | 195A | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 2 |  | VMC | TAKEOFF | Probable Cause | 07/11/2016 | 
20150726X81208 | Accident | CEN15FA316 | 07/26/2015 | Colbert, OK | United States | 33.801389 | -96.465833 |  | N/A | Fatal(1) | Substantial | Airplane | N252G | BEECH | V35B | No |  |  | Part 91: General Aviation |  | Personal |  | 1 | 1 |  |  | VMC |  | Preliminary | 07/29/2015 | 
20150730X61616 | Accident | ANC15WA061 | 07/26/2015 | SEIBERT LAKE, Canada | Canada | 54.726945 | -111.262222 |  |  | Fatal(1) |  | Airplane |  | CESSNA | 182 | No |  |  |  |  |  |  | 1 |  |  |  |  | TAKEOFF | Foreign |  | 
